"ID" "Gene.name" "norm_ES.CM1" "norm_ES.CM2" "norm_ES.CM3" "norm_ES.hTSC.CM.1" "norm_ES.hTSC.CM.2" "norm_ES.hTSC.CM.3" "norm_LS.CM1" "norm_LS.CM2" "norm_LS.CM3" "norm_LS.hTSC.CM.1" "norm_LS.hTSC.CM.2" "norm_LS.hTSC.CM.3"
"1" "ENSG00000000003" "TSPAN6" 28.9621264459101 30.0336672982671 29.0148068704355 25.1673758907935 26.3042818638889 26.2995570035563 23.8529514003868 23.2301194968244 24.1138215937085 27.4046227989769 26.500268472492 25.0768356068659
"2" "ENSG00000000005" "TNMD" 0 0 0 0 0 0 0 0 0 0 0 0
"3" "ENSG00000000419" "DPM1" 167.196186704973 158.613214456223 150.164628033075 133.924815825657 146.691704624837 147.495941042596 144.4556860048 149.460679359073 152.330231906394 184.860163423948 147.216967945454 158.170100342339
"4" "ENSG00000000457" "SCYL3" 2.84103230058022 4.21962279439998 4.25435603893052 4.75896563154161 4.59470432431106 5.15843449972303 4.57756303326961 5.12879660821584 5.08154415135924 4.34000896279544 4.99567339363896 4.51775118436117
"5" "ENSG00000000460" "C1orf112" 0.983148583453679 1.2269856806032 1.27466140029725 1.67258784936177 1.35963069460702 1.39329461096829 0.910765119888186 1.02484023704613 1.05996690034508 1.12168291983168 1.2729924633025 1.03486323628042
"6" "ENSG00000000938" "FGR" 0.187630256427688 0.139338244549295 0.109468977771642 0.122771992397021 0.151363607121263 0.215922940606641 0.167608421859512 0.240038534089114 0.200267839487478 0.344763790276052 0.175701934412612 0.232767628367663
"7" "ENSG00000000971" "CFH" 14.3089943445508 28.4894746945811 25.9226410089535 33.6390375420074 35.037365836325 37.6516323567077 21.6529914528871 22.7627259902952 20.2673869984987 24.2802896517181 28.8520049426058 28.9987546478037
"8" "ENSG00000001036" "FUCA2" 221.266617621813 224.482667379555 216.49459855285 211.04070318424 219.065201725197 226.986498110141 217.39346405746 213.872529072392 211.5294196914 246.347593202628 224.807133689114 232.986190374731
"9" "ENSG00000001084" "GCLC" 21.0575022404424 32.7597746674849 32.497874211597 26.3374777938671 26.282538507847 27.8682577450211 29.5390088192307 30.8083204397651 29.6922128915143 29.769785717277 32.4479514499058 32.1046050997225
"10" "ENSG00000001167" "NFYA" 26.9385549608218 43.8366764293787 43.1486898252174 30.4186279851522 28.8967010117391 30.5413395988111 24.3780314361165 24.7744205634761 22.1227719364488 22.0363593567144 27.5483666926526 25.0570484600341
"11" "ENSG00000001460" "STPG1" 4.37308787080025 5.01919735437025 5.19214024016957 6.46454908997244 5.74584148936103 6.05193110513841 7.65476780562048 7.59876655652236 6.50243177366253 5.94355646690335 6.59005086441813 6.49526628848062
"12" "ENSG00000001461" "NIPAL3" 27.4413559695357 41.6745998478261 45.0013324739389 66.5798102435224 63.9443178430125 71.589682620327 98.4280992062949 106.202348846594 96.1098611701308 79.2414517118548 92.9689306352626 94.3683402878802
"13" "ENSG00000001497" "LAS1L" 24.4333268060191 23.8284665526686 23.9649274603423 23.855250534295 23.668922587129 23.5991140910473 25.5360982193816 27.5361864335479 24.9756365093048 24.4803518382506 23.1409098810149 23.8464318765922
"14" "ENSG00000001561" "ENPP4" 0.280295640004209 0.169124752750356 0.343418611238546 0.275108515321813 1.21134588062306 0.2150408645216 0.514681462265652 0.537880370302461 0.448761862639968 0.469588976816992 1.48736541855372 1.86507103911207
"15" "ENSG00000001617" "SEMA3F" 20.3409082326909 18.7816895519905 21.2448391377401 21.8115714280426 22.0720238196519 23.0039808866112 20.7523259628824 20.4854435820577 20.9167358081166 21.8981023272044 23.9607778895508 22.742185665472
"16" "ENSG00000001626" "CFTR" 0.0153065048920932 0.0355216817515154 0.0446513125253828 0.0400619844158508 0.0352798383830166 0.0293576101000928 0.288655668878163 0.435152631952086 0.430714693756987 0.198530453128733 0.278705311014956 0.258937122850319
"17" "ENSG00000001629" "ANKIB1" 21.4563698165149 53.243322234469 50.5637975991857 49.5062544955974 41.1208671399831 53.365566756988 51.576002827755 55.4239885393503 49.1881356679117 38.5962622339628 52.696780452357 50.2213416188174
"18" "ENSG00000001630" "CYP51A1" 7.77585101284432 26.1694768800997 27.3693080701793 29.7949725065615 23.749150586555 29.2448383967886 28.1083519840097 29.9979820851564 25.0105278311548 23.0175751721779 31.3800894693079 31.4511169160209
"19" "ENSG00000001631" "KRIT1" 8.53133363626352 16.4728226342283 16.9428757631252 19.0705749033371 18.7314659609571 21.1690621265495 18.8647007036636 18.8774598543222 18.1364590868227 16.8638683773014 21.0874606950394 20.3450244740912
"20" "ENSG00000002016" "RAD52" 3.18913221289038 4.47669836172189 5.13716227896744 5.86323874258369 5.89841218223043 5.78848692758509 6.36159965278326 7.20894724955555 6.71729357992788 5.26299374592374 5.66523420981953 5.14059403554206
"21" "ENSG00000002330" "BAD" 111.970838218653 65.8923868932602 68.2661107397804 69.6200003293476 70.2816827936222 69.3535509509103 78.0301596755324 79.6897014863505 83.5409809559371 75.1146449548838 68.7342264102676 73.8996088040175
"22" "ENSG00000002549" "LAP3" 95.681734482703 128.704610523573 110.039454308696 100.424207211244 87.5634496722567 102.27807615739 106.078905230967 105.090455683488 97.7047215971399 108.444401392853 101.901644329655 111.851266317444
"23" "ENSG00000002586" "CD99" 621.75690550375 445.516004439083 444.635067118953 430.951630769433 459.135361889131 461.056559928377 428.76439148394 430.941092538176 425.962542959012 454.579505513385 398.313824202251 418.755677636414
"24" "ENSG00000002587" "HS3ST1" 0.079822129663212 0.0370485137738987 0.0186282257545278 0.0313379795435159 0.0367962752275474 0.0688938552229492 0.12676336191579 0.0907713682668606 0.0929437545093176 0.0776489653424604 0.141189822877242 0.108026817306694
"25" "ENSG00000002726" "AOC1" 0.0170456985049631 0.126585005639187 0.039779835646306 0.0892280128843622 0.0392884915674885 0 0.0338372650825165 0.0242298311083677 0.181937885559492 0.0921201550131526 0.0709424128486068 0.0576717436013642
"26" "ENSG00000002745" "WNT16" 24.326098763565 46.2203351869269 44.4785649359677 25.765854220389 34.2311313932163 34.5998138014869 111.637282939019 117.800401183906 106.073150020392 54.3794681976592 58.3372448471533 57.3490223571944
"27" "ENSG00000002746" "HECW1" 0.270719624977642 0.511271081852682 0.359462729672656 0.818508081814417 0.779974321673506 0.68932992918481 0.935822690242022 0.935505711158906 0.824287643375116 0.625580617594223 0.917877473908892 1.0791271809042
